421,I-10 mecanico (Gollete Inclinado) Taxi,17,2,1360,7,29,1,22000
422,I-10 mecanico (Gollete recto) Particular,17,2,6667,7,29,1,22000
423,EON,17,1,4780,6,29,1,22000
424,EON,17,2,6425,2,29,1,22000
425,I-35 - Cerato Pro / cerato Koup mod. 2014 (Gollete inclinado),17,4,0,5,29,2,26000
426,I-35 - Cerato Pro / cerato Koup mod. 2014 (Gollete recto),17,4,0,1,29,2,0
427,I-35 - Cerato Pro / cerato Koup mod. 2014,17,3,4198,4,29,1,25000
428,I-35 - Cerato Pro / cerato Koup mod. 2014 / Kia Soul 2012-2017 (Gollete inclinado hacia arriba),17,4,4199,0,29,1,0
429,Zotye 56.6cm,33,1,1790,8,29,1,26000
430,Zotye 56.6cm,33,2,4241,5,29,1,30800
431,Foton Tuland sin tapa,34,1,0,3,29,2,35000
432,Foton Tuland,34,2,0,5,29,2,36000
433,macho 4.5 (panal cobre) grafar,30,1,2156,3,29,1,33000
434,Panal aluminio 4.5 (macho),30,1,1493,5,29,1,32000
435,Macho 2012 / v6 (Gollete lado pasajero),30,1,3590,3,29,1,33000
436,Hilux Vigo Gasolina con tapa 2.7 / Fortuner 2.7,30,1,1492,12,29,1,27000
437,Hilux Vigo Gasolina,30,2,2385,4,29,1,33000
438,Hilux Vigo Diesel Sin tapa / Fortuner 3.0,30,1,1491,12,29,1,30000
439,Hilux Vigo Diesel Mecanica,30,2,2386,4,29,1,33000
440,Hilux Vigo Diesel Automatica,30,2,0,1,29,2,0
441,Hilux Hi-Rider,30,1,1490,1,29,1,22000
442,Prado (Zumo) Sumo / Runner,30,1,1494,3,29,1,30000
443,Prado (Zumo) Sumo / Runner automatico,30,2,0,1,29,2,320000
444,Prado TXL / Runner,30,4,0,0,29,2,0
445,Prado TXL / Runner,30,3,0,1,29,2,0
446,Prado VX-TX (grifo),30,4,4245,3,29,1,44000
447,Prado VX-TX (Tubo para auxiliar),30,3,3387,6,29,1,45000
448,150 F150 / 350,10,3,7388,0,30,1,35000
449,150 F150 / 350 (boquilla de llenado),10,4,7389,0,30,1,40000
450,Bronco / F150 / F350 8 Cilindros Automatico (boquilla de llenado),10,3,2327,0,30,1,30000
451,Bronco / F150 / F350 8 Cilindros,10,4,1308,0,30,1,34000
452,Explorer 95-97 Aventura Angosto Derecho,10,4,1573,0,30,1,48000
453,Outlander 14,23,1,6063,0,30,1,38500
454,Sportero (Gollete junto boquilla),23,3,0,0,30,2,52000
455,Nativa - montero sport,23,1,1429,0,30,1,32000
456,Tucson Gasolina largo 47.3 liso (Gollete inclinado),17,4,1370,0,30,1,24000
457,Compass 08 - Patriot 08,35,4,5143,0,30,2,0
458,Logan - Sandero 2016 / Duster 2017 con tubo Ancho 4cm,26,4,4012,0,30,1,24000
459,Corsa evolution,4,4,1453,0,30,1,27000
460,Corsa evolution,4,3,1452,0,30,1,26000
461,Ductro 500 (Rad. con y sin tapa),15,2,3381,0,30,1,46000
462,300 616 modelo 2014 (sin boquilla),15,1,3717,0,30,1,35000
463,Ductro 500 (Sin Tubo),15,1,1506,0,30,1,74000
464,Ductro 500 (Con Tubo),15,1,2974,0,30,1,70000
